tanggal,lintang,bujur,kedalaman,magnitudo,class
2024-01-02 14:38:01,-1.56,134.26343,10.0,2.76,Lemah
2024-01-02 16:08:39,-6.16,129.62527,10.0,3.78,Lemah
2024-01-02 16:42:28,-1.32,120.14034,10.0,3.46,Lemah
2024-01-02 16:52:17,-1.87,122.54045,10.0,2.95,Lemah
2024-01-02 16:57:35,-2.49,102.22713,10.0,2.94,Lemah
2024-01-02 17:12:36,-9.67,118.10441,26.3,2.81,Lemah
2024-01-02 17:19:11,-1.24,120.2449,11.5,1.93,Lemah
2024-01-02 18:38:03,-7.51,106.55038,33.6,2.89,Lemah
2024-01-02 18:42:09,-6.79,107.93488,10.0,2.39,Lemah
2024-01-02 19:09:00,-9.6,120.04117,57.2,2.51,Lemah
2024-01-02 19:28:32,-2.91,119.40321,10.0,2.03,Lemah
2024-01-02 19:30:26,-2.91,119.4092,10.0,2.38,Lemah
2024-01-02 19:33:21,-2.94,119.40816,10.0,2.55,Lemah
2024-01-02 19:46:53,0.1,122.82593,110.3,2.99,Lemah
2024-01-02 19:49:01,-6.72,106.59717,15.3,2.19,Lemah
2024-01-02 19:56:09,-2.98,119.43707,10.0,3.03,Lemah
2024-01-02 21:06:56,-9.88,123.909,10.0,3.13,Lemah
2024-01-02 21:29:48,-2.97,119.43888,10.0,2.51,Lemah
2024-01-02 21:40:42,-2.8,139.97928,23.7,3.33,Lemah
2024-01-02 22:41:55,4.77,96.1843,10.0,3.42,Lemah
2024-01-02 23:05:01,0.01,99.38622,11.6,3.13,Lemah
2024-01-03 00:09:36,-2.69,129.73412,25.5,2.72,Lemah
2024-01-03 00:50:02,-2.6,133.65331,10.9,3.79,Lemah
2024-01-03 02:47:15,2.08,122.07007,10.0,4.3,Sedang
2024-01-03 05:15:12,-7.56,120.14218,392.6,4.45,Sedang
2024-01-03 06:10:54,-9.05,116.86212,128.9,3.3,Lemah
2024-01-03 06:55:40,1.64,99.41402,155.5,3.42,Lemah
2024-01-03 07:03:20,-2.46,140.36234,17.5,3.48,Lemah
2024-01-03 07:50:59,-3.11,139.63022,65.1,3.36,Lemah
2024-01-03 09:44:48,-2.83,139.48366,31.8,3.49,Lemah
2024-01-03 10:20:57,0.38,120.53562,69.9,2.83,Lemah
2024-01-03 11:55:00,-3.81,136.31152,10.0,3.92,Lemah
2024-01-03 12:29:36,-1.52,129.44008,10.0,2.86,Lemah
2024-01-03 12:56:49,-2.69,128.74979,10.0,2.12,Lemah
2024-01-03 12:59:19,5.5,125.10626,27.5,4.4,Sedang
2024-01-03 14:06:31,-3.57,134.88226,10.0,3.19,Lemah
2024-01-03 14:06:49,1.91,122.01688,10.0,2.72,Lemah
2024-01-03 14:29:00,-0.79,100.02462,68.0,3.26,Lemah
2024-01-03 15:08:49,2.49,126.88764,10.0,3.54,Lemah
2024-01-03 15:32:28,-2.97,127.53235,10.0,3.52,Lemah
2024-01-03 15:42:07,-7.93,107.11624,17.5,3.45,Lemah
2024-01-03 17:44:31,-1.93,127.71518,23.6,3.65,Lemah
2024-01-03 17:58:23,-0.27,125.31741,10.0,3.71,Lemah
2024-01-03 19:22:03,-1.93,127.78148,38.7,4.06,Sedang
2024-01-03 19:27:59,-3.41,140.28345,28.2,3.82,Lemah
2024-01-03 20:50:29,-3.28,140.37097,27.9,3.57,Lemah
2024-01-03 22:44:18,4.73,127.22176,13.4,4.35,Sedang
2024-01-03 22:44:29,-7.15,105.56651,14.4,3.07,Lemah
2024-01-03 23:10:01,4.93,95.95961,10.0,2.94,Lemah
2024-01-03 23:22:32,-0.7,122.09012,10.7,2.8,Lemah
2024-01-04 00:02:42,-0.25,125.60831,17.4,4.58,Sedang
2024-01-04 00:43:16,-7.03,129.94225,133.6,5.17,Sedang
2024-01-04 01:08:10,0.31,122.0956,182.5,3.0,Lemah
2024-01-04 01:40:05,-1.91,136.00749,10.0,4.14,Sedang
2024-01-04 01:43:52,-7.87,114.34826,10.0,3.62,Lemah
2024-01-04 02:00:11,1.54,128.67816,10.0,4.48,Sedang
2024-01-04 02:59:03,-2.84,139.87175,24.4,3.98,Lemah
2024-01-04 03:17:23,-7.99,118.66617,60.6,2.61,Lemah
2024-01-04 03:17:23,-7.99,118.66617,60.6,2.54,Lemah
2024-01-04 04:26:20,-0.18,125.57005,22.4,3.79,Lemah
2024-01-04 04:46:39,-2.64,140.6458,56.3,2.8,Lemah
2024-01-04 06:15:27,-7.69,127.84222,141.4,4.52,Sedang
2024-01-04 06:25:11,-9.42,118.19524,46.9,3.61,Lemah
2024-01-04 06:54:57,-8.11,107.86931,37.4,3.52,Lemah
2024-01-04 08:41:51,-6.81,107.94569,14.7,2.37,Lemah
2024-01-04 09:23:58,-6.8,107.93052,14.5,2.35,Lemah
2024-01-04 09:57:22,1.67,122.92634,415.9,3.66,Lemah
2024-01-04 09:58:22,2.13,122.92209,265.0,4.73,Sedang
2024-01-04 10:26:48,-8.15,115.19572,10.0,2.3,Lemah
2024-01-04 10:27:32,-4.41,129.34648,182.9,3.25,Lemah
2024-01-04 11:31:56,-8.34,121.50198,17.8,2.09,Lemah
2024-01-04 11:36:22,-7.71,119.45034,262.7,3.3,Lemah
2024-01-04 12:02:47,-8.55,113.04739,91.2,3.21,Lemah
2024-01-04 12:03:23,-8.24,124.16277,137.6,3.06,Lemah
2024-01-04 12:16:57,-0.25,123.04639,32.9,2.64,Lemah
2024-01-04 12:33:47,2.12,127.45469,42.5,3.59,Lemah
2024-01-04 13:17:20,4.54,96.44941,10.0,3.16,Lemah
2024-01-04 14:17:05,0.26,98.4853,10.6,2.7,Lemah
2024-01-04 14:20:31,-8.11,115.33965,11.1,2.18,Lemah
2024-01-04 14:37:47,-7.62,106.53335,42.0,2.37,Lemah
2024-01-04 14:54:38,-8.98,120.65983,11.0,2.12,Lemah
2024-01-04 15:09:29,1.89,121.99744,10.0,2.44,Lemah
2024-01-04 16:54:57,1.37,97.02023,10.8,2.91,Lemah
2024-01-04 18:16:53,-2.85,129.36795,10.0,2.82,Lemah
2024-01-04 18:30:47,-8.45,109.81226,35.0,3.15,Lemah
2024-01-04 19:20:57,-8.15,123.92731,142.9,2.83,Lemah
2024-01-04 19:24:24,-3.14,102.22697,10.0,3.25,Lemah
2024-01-04 20:20:56,-6.18,120.17205,10.0,3.0,Lemah
2024-01-04 23:25:58,2.89,96.56938,13.1,3.53,Lemah
2024-01-05 00:13:43,1.59,128.7021,10.0,3.09,Lemah
2024-01-05 04:09:47,-0.25,100.40087,14.5,2.22,Lemah
2024-01-05 04:36:01,1.54,128.70039,10.0,3.27,Lemah
2024-01-05 04:39:51,-4.0,119.938,29.9,2.17,Lemah
2024-01-05 04:43:37,-2.19,134.1687,11.5,3.53,Lemah
2024-01-05 05:29:23,0.13,119.56065,11.9,2.03,Lemah
2024-01-05 05:31:58,-7.59,128.59808,145.6,4.33,Sedang
2024-01-05 06:24:12,1.57,128.75432,10.0,3.15,Lemah
2024-01-05 06:49:14,-8.02,129.88641,31.6,4.65,Sedang
2024-01-05 06:52:42,1.46,125.26756,107.9,3.83,Lemah
2024-01-05 07:19:58,-9.27,123.05012,15.6,2.79,Lemah
2024-01-05 07:20:28,-9.04,109.20126,10.0,3.17,Lemah
2024-01-05 07:56:05,3.87,126.89999,28.9,3.53,Lemah
2024-01-05 08:04:00,-0.42,125.78453,17.3,3.97,Lemah
2024-01-05 11:54:17,1.58,128.67834,10.0,3.61,Lemah
2024-01-05 12:20:26,-10.05,124.50965,10.0,3.55,Lemah
2024-01-05 12:52:47,-8.57,119.85336,115.7,2.27,Lemah
2024-01-05 13:08:53,-4.26,139.06793,121.9,3.67,Lemah
2024-01-05 13:55:40,0.19,96.59702,20.6,4.06,Sedang
2024-01-05 14:04:48,-6.73,106.54771,10.0,2.78,Lemah
2024-01-05 14:25:29,5.67,95.34018,10.0,3.07,Lemah
2024-01-05 14:51:14,-7.85,120.29966,13.2,2.87,Lemah
2024-01-05 14:58:53,-3.39,128.25891,10.0,1.61,Lemah
2024-01-05 15:35:47,-9.3,124.08311,10.0,2.82,Lemah
2024-01-05 16:43:16,0.71,121.28634,38.6,2.53,Lemah
2024-01-05 16:52:59,-7.99,120.35061,10.0,2.9,Lemah
2024-01-05 17:02:37,-7.61,128.08072,131.8,4.28,Sedang
2024-01-05 17:57:33,1.09,127.0155,10.9,2.76,Lemah
2024-01-05 18:52:51,-7.59,128.65015,148.3,4.6,Sedang
2024-01-05 19:38:47,-9.8,123.03916,10.7,4.02,Sedang
2024-01-05 21:17:42,-10.19,120.36601,10.1,3.39,Lemah
2024-01-06 00:20:03,-7.81,118.9127,38.1,2.67,Lemah
2024-01-06 03:16:27,-0.21,123.00296,103.3,3.93,Lemah
2024-01-06 04:09:08,-7.97,117.58256,14.5,2.66,Lemah
2024-01-06 04:10:02,-1.28,119.66721,10.0,4.06,Sedang
2024-01-06 04:30:53,-1.33,119.70611,10.0,2.57,Lemah
2024-01-06 05:28:53,-8.08,118.85928,10.9,2.88,Lemah
2024-01-06 07:31:07,-10.37,120.34929,12.2,3.91,Lemah
2024-01-06 10:21:24,-3.42,128.86368,10.0,2.75,Lemah
2024-01-06 10:40:39,-3.51,128.7157,93.1,2.92,Lemah
2024-01-06 11:02:30,4.46,125.338,46.3,4.25,Sedang
2024-01-06 11:27:00,-9.97,123.99165,10.7,3.06,Lemah
2024-01-06 11:56:38,-4.38,128.65025,10.6,4.22,Sedang
2024-01-06 12:03:28,-4.38,128.61627,13.6,4.07,Sedang
2024-01-06 12:06:25,-4.27,128.74707,10.0,4.6,Sedang
2024-01-06 12:54:22,1.48,127.23893,145.2,3.3,Lemah
2024-01-06 15:32:51,-5.64,129.11687,258.1,4.03,Sedang
2024-01-06 16:45:02,-1.81,139.85089,10.0,3.36,Lemah
2024-01-06 17:48:04,-8.61,117.58479,179.0,2.53,Lemah
2024-01-06 17:55:37,-0.9,126.84147,23.1,3.89,Lemah
2024-01-06 18:25:29,-7.64,122.41013,23.8,2.99,Lemah
2024-01-06 20:20:38,-0.21,123.08116,26.3,3.21,Lemah
2024-01-06 20:32:50,-4.85,130.46089,18.3,4.02,Sedang
2024-01-06 20:49:55,-1.09,102.26085,10.0,3.39,Lemah
2024-01-06 21:11:06,-2.66,129.51962,10.0,2.83,Lemah
2024-01-06 21:16:39,-7.02,130.53255,27.8,4.43,Sedang
2024-01-06 21:23:35,-8.01,107.37567,23.5,2.82,Lemah
2024-01-06 22:32:46,-3.06,129.17401,14.0,2.93,Lemah
2024-01-07 00:40:17,-7.37,120.27951,513.2,4.17,Sedang
2024-01-07 00:58:05,4.99,95.98545,11.5,2.22,Lemah
2024-01-07 01:15:48,-6.32,130.43895,152.9,4.46,Sedang
2024-01-07 01:55:31,5.09,94.70727,11.9,4.04,Sedang
2024-01-07 02:53:16,-7.49,106.89054,10.0,2.87,Lemah
2024-01-07 03:05:44,3.44,96.50589,13.0,3.98,Lemah
2024-01-07 03:27:37,-0.37,98.81123,11.9,3.87,Lemah
2024-01-07 03:40:06,1.6,128.75763,10.0,3.55,Lemah
2024-01-07 03:47:31,4.68,127.73851,74.9,4.65,Sedang
2024-01-07 04:02:09,-2.5,121.034,10.0,2.88,Lemah
2024-01-07 06:01:10,-2.58,121.41734,10.0,2.59,Lemah
2024-01-07 06:34:31,-8.56,123.35155,152.4,3.31,Lemah
2024-01-07 07:40:25,-2.97,101.55704,10.0,3.98,Lemah
2024-01-07 08:53:43,-7.66,126.99472,559.4,4.19,Sedang
2024-01-07 09:45:29,0.28,122.10149,144.9,3.14,Lemah
2024-01-07 10:38:23,-1.86,122.5009,10.0,4.94,Sedang
2024-01-07 10:55:55,-1.82,122.4865,10.0,2.98,Lemah
2024-01-07 11:29:43,-9.45,113.48726,10.0,4.54,Sedang
2024-01-07 12:02:07,5.79,126.96385,192.4,4.25,Sedang
2024-01-07 14:16:15,-7.77,127.45431,140.5,4.26,Sedang
2024-01-07 14:39:24,-8.47,116.92957,10.0,2.74,Lemah
2024-01-07 14:49:52,-0.77,123.1492,32.1,2.45,Lemah
2024-01-07 14:53:39,-9.49,113.35886,10.0,3.66,Lemah
2024-01-07 14:59:34,-7.82,117.63348,25.3,2.86,Lemah
2024-01-07 15:03:32,-0.01,123.75053,118.0,3.41,Lemah
2024-01-07 15:21:08,-2.7,137.01834,10.0,3.57,Lemah
2024-01-07 15:46:21,-5.75,103.62747,28.7,3.34,Lemah
2024-01-07 15:51:39,5.99,126.51757,64.6,4.15,Sedang
2024-01-07 16:00:05,4.25,125.82342,62.1,3.99,Lemah
2024-01-07 16:12:50,-7.96,117.59908,13.6,3.14,Lemah
2024-01-07 16:32:08,2.87,126.25446,29.9,3.39,Lemah
2024-01-07 17:07:52,-2.31,119.17454,10.0,3.57,Lemah
2024-01-07 17:18:30,-1.87,122.50177,10.1,3.89,Lemah
2024-01-07 18:31:01,-9.91,107.49242,32.9,4.27,Sedang
2024-01-07 19:19:35,-4.51,138.71004,10.0,3.06,Lemah
2024-01-07 19:50:21,-3.56,139.89102,10.0,3.57,Lemah
2024-01-07 21:28:15,1.55,128.61922,10.0,3.08,Lemah
2024-01-07 21:39:08,1.54,128.65063,10.0,3.21,Lemah
2024-01-07 21:52:26,0.28,121.89295,176.1,3.79,Lemah
2024-01-07 22:58:02,-1.34,134.40067,10.0,4.09,Sedang
2024-01-07 23:19:08,-2.35,100.75539,34.7,3.3,Lemah
2024-01-07 23:21:23,-7.1,105.32238,10.0,3.52,Lemah
2024-01-08 01:20:36,-8.38,128.39957,10.0,4.18,Sedang
2024-01-08 01:21:10,4.85,96.08507,10.0,4.49,Sedang
2024-01-08 02:06:55,1.22,98.80791,51.9,2.99,Lemah
2024-01-08 02:36:16,-9.6,116.48544,43.0,3.25,Lemah
2024-01-08 03:04:51,-4.89,134.06673,51.7,3.95,Lemah
2024-01-08 03:27:45,3.04,124.44118,310.0,3.52,Lemah
2024-01-08 03:46:48,-8.67,117.43019,10.0,2.63,Lemah
2024-01-08 03:56:07,1.33,122.04168,10.0,3.95,Lemah
2024-01-08 04:12:04,-8.5,118.29409,119.4,2.85,Lemah
2024-01-08 04:25:07,-1.14,120.46935,10.0,2.87,Lemah
2024-01-08 05:48:07,-8.76,111.45801,16.7,3.39,Lemah
2024-01-08 05:50:14,-6.81,107.93224,12.3,2.67,Lemah
2024-01-08 05:53:10,-3.85,120.0707,10.9,2.46,Lemah
2024-01-08 06:48:22,1.58,128.75955,10.0,3.34,Lemah
2024-01-08 07:02:02,-6.84,107.95999,5.0,3.0,Lemah
2024-01-08 07:42:14,-2.74,127.92422,10.0,3.53,Lemah
2024-01-08 09:51:32,-2.27,99.64677,28.8,5.09,Sedang
2024-01-08 11:03:09,0.34,122.24738,149.0,2.39,Lemah
2024-01-08 11:32:50,2.49,125.93614,44.7,3.97,Lemah
2024-01-08 17:46:22,-8.46,122.68069,193.2,3.84,Lemah
2024-01-08 18:28:26,-3.49,134.13849,10.0,4.17,Sedang
2024-01-08 18:34:45,-3.51,134.16374,12.2,4.42,Sedang
2024-01-08 18:47:16,-9.99,123.75592,21.0,3.17,Lemah
2024-01-08 19:00:19,1.18,126.34335,24.3,3.24,Lemah
2024-01-08 19:11:23,0.57,125.23108,26.1,2.88,Lemah
2024-01-08 19:22:34,0.24,96.78717,10.0,3.2,Lemah
2024-01-08 19:29:07,0.21,122.07642,193.8,2.82,Lemah
2024-01-08 19:29:48,-4.89,102.87274,26.2,2.81,Lemah
2024-01-08 19:40:46,-5.28,130.34879,19.8,4.32,Sedang
2024-01-08 20:48:02,-2.9,139.74725,55.3,4.41,Sedang
2024-01-08 20:48:02,-2.9,139.74725,55.3,4.41,Sedang
2024-01-08 20:48:46,4.85,126.27422,95.5,7.0,Besar
2024-01-08 21:06:16,4.98,126.33795,58.0,4.82,Sedang
2024-01-08 21:12:13,5.09,126.24234,59.7,4.35,Sedang
2024-01-08 21:15:38,5.03,126.20621,69.8,3.84,Lemah
2024-01-08 21:17:20,5.18,126.33287,77.9,4.27,Sedang
2024-01-08 21:20:37,4.96,126.2172,73.2,3.5,Lemah
2024-01-08 21:22:09,4.95,126.14182,53.7,3.49,Lemah
2024-01-08 21:48:23,0.19,122.39341,145.6,2.54,Lemah
2024-01-08 21:54:30,0.6,97.91327,10.0,3.5,Lemah
2024-01-08 21:54:30,0.61,97.9139,10.0,3.48,Lemah
2024-01-08 22:04:58,-4.5,123.01274,10.0,2.87,Lemah
2024-01-08 22:29:41,-0.43,122.96675,57.9,2.92,Lemah
2024-01-08 22:30:34,5.07,126.42589,73.1,3.94,Lemah
2024-01-08 22:46:34,-10.18,115.94772,10.0,3.2,Lemah
2024-01-08 22:49:59,5.09,126.44415,86.8,4.1,Sedang
2024-01-08 22:59:34,4.71,126.15278,20.7,3.59,Lemah
2024-01-08 23:10:50,5.06,126.38542,70.2,3.81,Lemah
2024-01-09 01:08:40,4.77,126.40978,23.5,4.59,Sedang
2024-01-09 01:18:07,-2.32,119.20005,10.0,3.12,Lemah
2024-01-09 03:07:39,-0.26,122.94679,33.3,2.87,Lemah
2024-01-09 03:44:31,1.75,127.14082,10.0,3.24,Lemah
2024-01-09 04:06:40,-8.51,108.10073,10.0,3.39,Lemah
2024-01-09 04:22:35,-9.3,113.18168,10.0,3.75,Lemah
2024-01-09 04:45:06,0.1,96.45908,10.0,5.29,Sedang
2024-01-09 05:25:24,-4.55,133.95058,14.1,5.03,Sedang
2024-01-09 05:33:59,2.74,125.49953,127.6,4.16,Sedang
2024-01-09 05:53:49,-4.55,133.9176,26.8,4.42,Sedang
2024-01-09 07:21:35,1.4,98.94588,80.3,3.53,Lemah
2024-01-09 08:09:01,-0.22,100.39695,11.2,2.69,Lemah
2024-01-09 11:50:59,-6.07,103.92419,19.8,4.35,Sedang
2024-01-09 12:10:27,-8.27,118.52978,18.6,3.62,Lemah
2024-01-09 12:15:18,0.49,126.71418,20.1,3.57,Lemah
2024-01-09 13:27:29,2.07,98.9295,119.9,3.13,Lemah
2024-01-09 13:50:29,-2.66,140.23305,10.0,3.63,Lemah
2024-01-09 14:13:44,-7.99,120.43077,10.0,2.76,Lemah
2024-01-09 15:05:46,-3.56,135.43739,35.0,2.94,Lemah
2024-01-09 16:10:18,1.54,128.62221,10.1,3.01,Lemah
2024-01-09 16:11:05,-8.13,107.90033,18.1,4.17,Sedang
2024-01-09 16:18:16,-0.74,127.7315,11.7,3.24,Lemah
2024-01-09 16:22:41,-4.14,122.63636,10.0,2.39,Lemah
2024-01-09 17:00:42,-8.73,120.46325,116.9,3.18,Lemah
2024-01-09 17:19:33,-1.36,120.31295,20.9,2.21,Lemah
2024-01-09 17:27:31,-4.71,122.9882,11.7,2.1,Lemah
2024-01-09 17:58:50,0.03,126.6357,26.5,2.86,Lemah
2024-01-09 18:00:13,-3.97,139.22328,26.2,3.36,Lemah
2024-01-09 18:03:21,-2.3,140.1068,10.0,2.91,Lemah
2024-01-09 18:18:56,1.05,99.76323,10.0,2.5,Lemah
2024-01-09 18:19:59,-0.22,122.90887,29.2,2.74,Lemah
2024-01-09 19:05:00,0.9,123.86007,281.6,3.72,Lemah
2024-01-09 19:12:08,-1.79,139.37947,11.9,3.55,Lemah
2024-01-09 19:53:07,1.04,99.77291,10.0,2.73,Lemah
2024-01-09 20:35:23,2.1,97.78185,29.9,3.1,Lemah
2024-01-09 21:02:18,-3.2,130.95204,16.4,4.04,Sedang
2024-01-09 22:27:49,-3.44,134.10432,11.0,3.61,Lemah
2024-01-09 22:32:45,-9.73,120.54478,28.8,2.86,Lemah
2024-01-09 23:21:07,0.17,98.57703,22.4,2.88,Lemah
2024-01-09 23:59:49,-4.52,133.9856,11.3,3.78,Lemah
2024-01-10 01:12:46,0.21,96.63396,10.0,4.72,Sedang
2024-01-10 06:47:39,-7.86,118.56186,30.4,4.01,Sedang
2024-01-10 09:16:31,-3.44,102.37624,10.0,3.33,Lemah
2024-01-10 10:15:19,-6.71,106.54848,18.7,2.21,Lemah
2024-01-10 13:17:25,-6.86,107.94304,11.1,2.9,Lemah
2024-01-10 14:53:26,-9.23,123.7786,16.0,2.84,Lemah
2024-01-10 15:04:23,-1.24,120.23415,10.0,2.54,Lemah
2024-01-10 15:05:50,0.49,122.19136,98.6,2.73,Lemah
2024-01-10 15:52:00,1.03,126.76492,21.0,2.82,Lemah
2024-01-10 17:49:23,-7.56,122.36278,18.9,3.43,Lemah
2024-01-10 18:39:36,-2.58,134.82634,18.3,3.2,Lemah
2024-01-10 18:43:43,-3.46,128.26515,10.0,1.81,Lemah
2024-01-10 18:43:56,-4.43,120.12656,20.6,1.94,Lemah
2024-01-10 18:47:20,-2.97,127.87001,11.8,3.32,Lemah
2024-01-10 20:30:16,2.04,128.45277,31.0,4.2,Sedang
2024-01-10 20:45:39,-0.76,122.23496,10.0,2.65,Lemah
2024-01-10 21:47:06,-2.47,121.17482,10.0,2.75,Lemah
2024-01-10 22:16:06,-9.65,120.25082,52.8,3.39,Lemah
2024-01-10 23:30:00,-5.37,128.95496,295.5,3.87,Lemah
2024-01-31 00:50:53,-7.02,115.21738,11.7,3.14,Lemah
2024-01-31 01:21:49,-9.86,120.52115,20.5,2.97,Lemah
2024-01-31 01:54:23,-7.49,106.21372,39.9,2.82,Lemah
2024-01-31 06:15:41,-5.2,132.51874,38.7,3.98,Lemah
2024-01-31 06:35:31,-4.02,129.1554,130.2,4.79,Sedang
2024-01-31 07:21:36,-7.95,106.73112,15.2,3.12,Lemah
2024-01-31 07:53:59,5.73,94.34063,10.0,3.99,Lemah
2024-01-31 08:13:24,-7.99,117.84731,66.4,3.21,Lemah
2024-01-31 08:14:44,0.18,121.89016,251.8,2.8,Lemah
2024-01-31 09:05:59,-1.82,100.39625,32.5,2.98,Lemah
2024-01-31 11:57:53,-4.44,137.41263,151.7,4.44,Sedang
2024-01-31 12:50:22,-2.96,119.35356,10.0,2.69,Lemah
2024-01-31 14:56:56,1.34,125.9184,53.2,2.75,Lemah
2024-01-31 15:47:17,-1.45,124.4189,10.0,3.48,Lemah
2024-01-31 16:13:52,5.55,127.16364,88.6,4.13,Sedang
2024-01-31 16:25:36,-9.41,112.64283,14.3,3.45,Lemah
2024-01-31 16:30:39,-9.46,117.55896,22.8,3.8,Lemah
2024-01-31 17:17:09,0.45,126.46954,22.5,3.21,Lemah
2024-01-31 17:28:55,0.66,124.55056,128.1,3.36,Lemah
2024-01-31 17:30:45,-8.8,118.86161,10.0,2.4,Lemah
2024-01-31 18:18:34,-8.68,119.55061,10.0,1.99,Lemah
2024-01-31 18:30:42,-2.86,128.91429,10.0,2.54,Lemah
2024-01-31 18:31:25,3.8,126.70028,30.2,4.11,Sedang
2024-01-31 18:37:17,-0.4,123.93778,24.2,3.2,Lemah
2024-01-31 19:38:20,-9.79,106.32573,10.0,3.92,Lemah
2024-01-31 19:59:56,-4.07,133.32111,30.2,4.61,Sedang
2024-01-31 21:43:10,0.83,122.55795,41.1,2.28,Lemah
2024-01-31 21:58:22,-8.14,117.75198,18.4,2.81,Lemah
2024-01-31 22:28:27,-2.06,121.18872,10.0,3.05,Lemah
