content,label
Communication importance yang menambah team coordination,positive
Macro dan micro gameplay balance yang well-executed,positive
Strategic diversity yang memungkinkan multiple win conditions,positive
Individual skill expression dalam team-based environment,positive
Clutch play potential yang membuat game exciting sampai akhir,positive
Skill combo complexity yang satisfying untuk master,positive
Positioning importance yang menambah strategic thinking,positive
Threat assessment skills yang crucial untuk survival,positive
Resource allocation decisions yang strategic dan impactful,positive
Tempo control concepts yang menambah game depth,positive
Win condition identification yang strategic dan varied,positive
Adaptation to enemy strategy yang menambah thinking skills,positive
Pressure application yang strategic dengan map presence,positive
Defensive dan offensive balance yang well-designed,positive
Team fight execution yang requires coordination dan skill,positive
Individual outplay potential yang satisfying dan rewarding,positive
Strategic thinking development yang terbawa ke real life,positive
Problem solving skills yang terasah through gameplay,positive
Quick decision making yang improve through practice,positive
Stress management yang terbentuk dari competitive environment,positive
Leadership skills yang develop dari shot calling,positive
Teamwork appreciation yang tumbuh dari collaborative gameplay,positive
Performance yang sangat buruk saat peak hours,negative
Fitur yang sangat basic dan tidak ada inovasi,negative
Aplikasi yang sangat tidak reliable untuk daily use,negative
Kualitas yang sangat mengecewakan dan tidak sesuai ekspektasi,negative
Tidak ada fitur advanced yang dibutuhkan professional,negative
Aplikasi ini sangat waste of time dan storage,negative
Performance yang sangat terrible dan bikin frustasi,negative
Tidak ada improvement yang signifikan dari versi sebelumnya,negative
Aplikasi yang sangat tidak worth it untuk di-install,negative
Fitur yang sangat limited dan tidak bisa dikustomisasi,negative
"Game sering lag dan disconnect, sangat frustasi mainnya!",negative
"Matchmaking tidak balance, sering ketemu player pro sebagai pemula.",negative
"Banyak player toxic, report system kurang efektif.",negative
"Update terbaru bikin game jadi lemot, perlu optimasi.",negative
"Hero baru selalu OP, baru di-nerf setelah banyak yang beli.",negative
"Koneksi server jelek, sering high ping padahal internet lancar.",negative
"Sistem ranked tidak adil, susah naik tier karena AFK teammate.",negative
"Iklan event terlalu banyak, mengganggu pengalaman bermain.",negative
Skin terlalu mahal untuk kualitas yang diberikan.,negative
"Bugs banyak setelah update, hero jadi tidak bisa dikontrol.",negative
"Game jadi membosankan, meta hero itu-itu saja.",negative
"Penalti untuk AFK player kurang berat, tetap sering ketemu.",negative
"Ekonomi game tidak friendly, butuh waktu lama kumpulkan BP.",negative
"Hero lama tidak pernah di-buff, selalu kalah sama hero baru.",negative
Customer service lambat merespons keluhan.,negative
Banyak cheat dan mod apk yang merusak permainan.,negative
"Event rewards semakin dikurangi, hadiah tidak worth it.",negative
Grinding terlalu berat untuk dapat skin gratis.,negative
"Tutorial untuk pemula sangat minim, bingung memulai.",negative
Spell dan emblem system terlalu rumit untuk new player.,negative
Graphic semakin berat tapi tidak ada peningkatan signifikan.,negative
Sering force close tiba-tiba di HP mid-end.,negative
Matchmaking terlalu lama di tier tinggi.,negative
"Sistem ban tidak transparan, kadang tidak jelas kenapa kena ban.",negative
"Banyak bot di mode klasik, mengurangi keseruan.",negative
Mode baru hanya copy-paste dari game lain tanpa kreativitas.,negative
Sound effect skill sering tidak sync dengan animasi.,negative
Hero favorit saya terus di-nerf sampai tidak bisa dipakai.,negative
Loading screen terlalu lama bahkan di device flagship.,negative
Region lock membuat tidak bisa main dengan teman di negara lain.,negative
Sistem guild tidak ada benefit berarti.,negative
"Skin hanya visual, tidak ada efek gameplay (harusnya ada stat boost).",negative
"Terlalu pay-to-win, hero baru selalu OP harus beli duluan.",negative
"Sistem emblem pay-to-win, yang free sangat lemah.",negative
"Lobby sering bug, tidak bisa invite teman.",negative
"Sistem laporan tidak bekerja, toxic player tidak kena hukuman.",negative
Match history sering tidak tercatat dengan benar.,negative
Ping stabil tapi tiba-tiba spike saat team fight.,negative
"Minim update untuk bug fixes, fokus ke skin baru saja.",negative
Tidak ada punishment untuk player sengaja feed.,negative
"Sistem MMR aneh, kadang dapat teammate skill jauh di bawah.",negative
"Event terlalu grind-oriented, tidak casual-friendly.",negative
"Drop rate gacha skin sangat rendah, seperti scam.",negative
Tidak ada voice chat untuk koordinasi team.,negative
"Sistem friend list sering error, tidak bisa add teman.",negative
"Graphic jadi cartoonish, tidak seperti dulu yang lebih serius.",negative
Sistem battle point cap membuat tidak bisa farm BP terus.,negative
Sering dapat teammate tidak bisa bahasa sama sekali.,negative
"Meta game terlalu cepat berubah, susah beradaptasi.",negative
"Skins terlihat sama saja, hanya recolor dengan harga mahal.",negative
"Matchmaking jelek banget, selalu dapet teammate noob",negative
"Server lag terus, ping tinggi bikin frustasi main",negative
"Hero baru selalu overpowered, ga balance sama sekali",negative
"Skin mahal-mahal tapi cuma cosmetic doang, ga worth it",negative
"System ranking rigged, susah banget naik rank",negative
"Banyak cheater dan script user, developer ga peduli",negative
"Teammate selalu AFK, bikin rugi point rank",negative
"Meta boring, hero yang sama terus yang dipake",negative
"P2W banget, yang bayar hero premium lebih kuat",negative
"Toxic community, chat penuh kata-kata kasar",negative
"Bug ga pernah difix, malah bikin bug baru tiap update",negative
"Gacha skin susah banget, udah spend banyak ga dapet apa-apa",negative
"Savage system ga fair, kill steal jadi kebiasaan",negative
"Loading lama banget, buang-buang waktu",negative
"Hero ban di draft ga masuk akal, favorite hero selalu kena ban",negative
"Jungle invade terlalu mudah, ga ada counter play",negative
"Late game hero terlalu dominan, early game ga ada artinya",negative
"Creep block annoying banget, hero nyangkut di minion",negative
"Mana regen terlalu lambat, skill ga bisa spam",negative
"Tower damage terlalu kecil, diving terlalu mudah",negative
"Recall animation terlalu lama, sering kena cancel",negative
"Item build terbatas, ga ada variety",negative
"Map terlalu kecil, rotation terlalu cepat",negative
"Buff duration terlalu singkat, ga worth ambil",negative
"Gold gain terlalu lambat, farming membosankan",negative
Death timer terlalu lama di late game,negative
"Minion AI jelek, ga bisa last hit dengan benar",negative
"Vision control terbatas, warding system kurang",negative
"Comeback mechanic terlalu strong, lead awal ga berarti",negative
"Hero price terlalu mahal, grind BP lama banget",negative
"Seasonal skin limited bikin FOMO, predatory monetization",negative
"Rank protection ga adil, booster mudah naik rank",negative
"Server maintenance terlalu sering, ga bisa main",negative
"Chat filter terlalu strict, komunikasi strategy susah",negative
"Spectator mode lag, ga bisa enjoy nonton match",negative
"Tutorial kurang lengkap, newbie bingung",negative
"Event requirement terlalu tinggi, casual player susah",negative
"Ping display ga akurat, sering spike mendadak",negative
"Hero rework merusak playstyle, muscle memory hilang",negative
"Surrender vote sering gagal, team toxic ga mau menyerah",negative
"Daily quest repetitif, bosen ngerjain task yang sama",negative
"Guild feature useless, ga ada benefit join guild",negative
"Leaderboard penuh booster, ranking ga legitimate",negative
"Custom mode terbatas, ga bisa eksperimen build",negative
"Training mode ga realistis, musuh AI terlalu mudah",negative
"Replay system buggy, sering crash pas nonton ulang",negative
"Voice chat quality buruk, suara putus-putus",negative
"Controller support limited, ga optimal buat external gamepad",negative
"Battery drain parah, hp cepet panas",negative
"Data usage boros, kuota cepat habis",negative
"Anti-cheat system lemah, masih banyak hacker",negative
"Report system ga efektif, toxic player ga kena sanksi",negative
"Autolock player annoying, ga mau adjust role",negative
"Last pick instalock core, team composition berantakan",negative
"Feeder sengaja, ranked jadi lottery teammate",negative
"Smurf account problem, matchmaking ga seimbang",negative
"Win trading di high rank, competitive integrity rusak",negative
"Macro play diabaikan, semua focus micro skill",negative
"Objective control ga jelas, team ga tau priority",negative
"Split push counter terlalu mudah, strategy terbatas",negative
"Crowd control duration terlalu lama, combo stunlock",negative
"Damage scaling ga balance, assassin one shot semua",negative
"Tank ga tanky, mage lebih susah mati",negative
"Support role underappreciated, ga ada incentive main support",negative
"Marksman weak early game, meta ga cocok",negative
"Jungler dependency tinggi, team collapse kalau jungle bad",negative
"Side lane impact minimal, mid lane terlalu important",negative
"Roaming strategy terbatas, map flow predictable",negative
"Item diversity kurang, build path monoton",negative
"Passive ability boring, ga ada uniqueness",negative
"Ultimate cooldown terlalu lama, teamfight jarang",negative
Movement speed disparity terlalu besar,negative
"Critical hit RNG annoying, damage ga konsisten",negative
"Lifesteal terlalu strong, sustain meta boring",negative
"Armor penetration easy access, tank jadi useless",negative
"Magic resistance item limited, mage terlalu kuat",negative
"Attack speed cap terlalu rendah, DPS terbatas",negative
"Cooldown reduction mahal, ability spam susah",negative
"Mana cost ga scaling, late game mana issue",negative
"Base stats growth minimal, item dependency tinggi",negative
"Skill shot hitbox janky, collision detection buruk",negative
"Dash ability terlalu banyak, mobility creep",negative
"Invisible mechanic broken, counterplay terbatas",negative
"Teleport ability overpowered, map presence unfair",negative
"Resurrection skill annoying, death ga ada consequence",negative
"Transform ability confusing, visual clarity buruk",negative
"Pet/summon AI stupid, micro management susah",negative
"Channel ability easy interrupt, casting risk tinggi",negative
"AoE damage terlalu high, positioning ga penting",negative
"Single target focus lemah, teamfight chaos",negative
"Engagement tool limited, initiation susah",negative
"Disengage option terbatas, all-in meta",negative
"Vision denial tool kurang, map control susah",negative
"Objective steal easy, secure mechanic ga reliable",negative
"Base defense weak, backdoor terlalu mudah",negative
"Fountain camping allowed, BM behavior",negative
"Pause feature abuse, competitive integrity rusak",negative
"Spectator delay inconsistent, stream sniping mudah",negative
"Replay sharing susah, content creation terhambat",negative
"Statistics tracking incomplete, performance analysis susah",negative
"Achievement system boring, milestone ga meaningful",negative
"Friend system limited, social feature kurang",negative
"Clan war unbalanced, big clan selalu menang",negative
"Tournament bracket seeded unfair, underdog susah",negative
"Prize pool distribution ga adil, winner takes all",negative
"Casting quality buruk, commentary ga informatif",negative
"Stream integration buggy, viewer experience buruk",negative
"Mobile optimization poor, UI element terlalu kecil",negative
"Touch control unresponsive, input lag annoying",negative
Susah naik rank karena sistem poinnya aneh.,negative
"Skin mahal banget, padahal efeknya biasa aja.",negative
Tiap update malah bikin game makin berat.,negative
Sering banget lag padahal jaringan bagus. Bikin kesel!,negative
"Matchmaking parah, ketemu tim gak seimbang terus.",negative
"Terlalu banyak hero OP, gak adil buat player baru.",negative
Cheater masih banyak dan gak ditindak tegas.,negative
"Game toxic banget, banyak pemain yang suka nyalahin.",negative
Kadang keluar sendiri dari game pas ranked. Rugi bintang!,negative
"Bug gak diperbaiki dari dulu-dulu, padahal udah sering dilaporin.",negative
"Sistem matchmaking sangat tidak seimbang, sering kalah.",negative
Sering mengalami lag dan crash saat bermain.,negative
"Hero-hero baru terlalu OP, membuat permainan tidak adil.",negative
Event-event sering kali tidak memberikan hadiah yang layak.,negative
"Permainan ini terlalu banyak bug, sangat mengganggu.",negative
"Komunitasnya kadang toxic, sulit untuk bersenang-senang.",negative
Pengalaman bermain solo sangat mengecewakan.,negative
Sering kali saya tidak bisa terhubung ke server.,negative
Permainan ini membutuhkan banyak uang untuk bersaing.,negative
Update terbaru malah membuat permainan jadi lebih buruk.,negative
Saya tidak suka perubahan pada sistem ranking.,negative
"Beberapa hero terlalu sulit untuk dimainkan, tidak seimbang.",negative
Fitur chat sering kali tidak berfungsi dengan baik.,negative
"Permainan ini terlalu repetitif, cepat membosankan.",negative
Saya merasa tidak ada kemajuan meskipun sudah bermain lama.,negative
Sering kali saya mendapatkan tim yang tidak kooperatif.,negative
Permainan ini terlalu fokus pada monetisasi.,negative
Grafisnya tidak sebaik yang saya harapkan.,negative
Beberapa skin terlalu mahal untuk dibeli.,negative
Saya tidak suka bagaimana permainan ini mengatur matchmaking.,negative
Permainan ini sering kali membuat frustrasi.,negative
Hero-hero lama tidak mendapatkan buff yang layak.,negative
Saya merasa permainan ini tidak adil bagi pemain baru.,negative
Sering kali saya mengalami disconnect saat pertandingan.,negative
"Permainan ini terlalu banyak iklan, mengganggu pengalaman.",negative
Saya tidak suka bagaimana permainan ini mengatur cooldown skill.,negative
Beberapa mode permainan tidak seimbang dan tidak adil.,negative
Permainan ini sering kali tidak responsif.,negative
Saya merasa tidak ada inovasi dalam gameplay.,negative
Kompetisi di dalam permainan sering kali tidak adil.,negative
Permainan ini terlalu banyak grinding untuk mendapatkan hero.,negative
Saya tidak suka bagaimana permainan ini mengatur level.,negative
"Beberapa hero terlalu kuat, membuat permainan tidak seimbang.",negative
Saya merasa permainan ini lebih fokus pada uang daripada gameplay.,negative
Sering kali saya mendapatkan lawan yang jauh lebih kuat.,negative
Permainan ini membuat saya merasa frustrasi dan tidak puas.,negative
Saya tidak suka bagaimana permainan ini mengatur item.,negative
"Beberapa fitur tidak berfungsi dengan baik, sangat mengecewakan.",negative
Permainan ini terlalu banyak bug yang belum diperbaiki.,negative
"Komunitasnya kadang sangat toxic, sulit untuk bersenang-senang.",negative
Permainan ini terlalu repetitif dan membosankan.,negative
Saya tidak suka bagaimana permainan ini mengatur hero.,negative
Beberapa mode permainan tidak menarik dan membosankan.,negative
Permainan ini terlalu fokus pada monetisasi dan bukan gameplay.,negative
"Beberapa skin terlalu mahal untuk dibeli, tidak sebanding.",negative
Permainan ini sering kali membuat frustrasi dan tidak menyenangkan.,negative
"Hero-hero lama tidak mendapatkan buff yang layak, sangat mengecewakan.",negative
"Sering kali saya mengalami disconnect saat pertandingan, sangat mengganggu.",negative
"Permainan ini terlalu banyak iklan, mengganggu pengalaman bermain.",negative
Saya tidak suka bagaimana permainan ini mengatur level dan pengalaman.,negative
"Beberapa hero terlalu kuat, membuat permainan tidak seimbang dan adil.",negative
Saya merasa permainan ini lebih fokus pada uang daripada gameplay yang menyenangkan.,negative
"Sering kali saya mendapatkan lawan yang jauh lebih kuat, sangat frustasi.",negative
Permainan ini membuat saya merasa frustrasi dan tidak puas dengan pengalaman bermain.,negative
Saya tidak suka bagaimana permainan ini mengatur item dan strategi.,negative
"Beberapa fitur tidak berfungsi dengan baik, sangat mengecewakan dan mengganggu.",negative
"Permainan ini terlalu banyak bug yang belum diperbaiki, sangat mengganggu.",negative
"Saya merasa tidak ada kemajuan meskipun sudah bermain lama, sangat mengecewakan.",negative
"Komunitasnya kadang sangat toxic, sulit untuk bersenang-senang dan menikmati permainan.",negative
"Permainan ini terlalu repetitif dan membosankan, tidak ada inovasi.",negative
Saya tidak suka bagaimana permainan ini mengatur hero dan kemampuan mereka.,negative
"Beberapa mode permainan tidak menarik dan membosankan, tidak ada tantangan.",negative
Saya merasa permainan ini tidak adil bagi pemain baru dan pemula.,negative
Sering kali saya mendapatkan tim yang tidak kooperatif dan tidak mendukung.,negative
Permainan ini terlalu fokus pada monetisasi dan bukan gameplay yang menyenangkan.,negative
"Grafisnya tidak sebaik yang saya harapkan, sangat mengecewakan.",negative
"Beberapa skin terlalu mahal untuk dibeli, tidak sebanding dengan kualitasnya.",negative
Saya tidak suka bagaimana permainan ini mengatur cooldown skill dan kemampuan.,negative
"Permainan ini sering kali membuat frustrasi dan tidak menyenangkan, sangat mengecewakan.",negative
"Hero-hero lama tidak mendapatkan buff yang layak, sangat mengecewakan dan tidak adil.",negative
"Saya merasa permainan ini tidak adil bagi pemain baru dan pemula, sangat frustasi.",negative
"Sering kali saya mengalami disconnect saat pertandingan, sangat mengganggu dan mengecewakan.",negative
Permainan ini sering kali tidak responsif dan lambat.,negative
Saya merasa permainan ini lebih fokus pada monetisasi daripada gameplay.,negative
"Beberapa hero terlalu OP, membuat permainan tidak adil.",negative
fitur game ini payah dan sangat tidak stabil,negative
"grafiknya bagus, tapi sering lag dan force close",negative
game ini bikin HP cepat panas dan boros baterai,negative
terlalu banyak iklan yang mengganggu saat bermain,negative
"loading sangat lama, bikin malas main",negative
"server sering down, ga bisa login",negative
kontrol game kacau dan tidak responsif,negative
terlalu banyak bug yang tidak diperbaiki,negative
update terbaru malah bikin game rusak,negative
"game-nya payah, jauh dari ekspektasi",negative
grafis buruk dan gameplay membosankan,negative
"event tidak adil, hanya menguntungkan player berbayar",negative
"sistem matchmaking kacau, lawan terlalu kuat",negative
"game terlalu berat, sering crash di HP spek menengah",negative
"tidak sesuai dengan iklan, sangat mengecewakan",negative
fitur gacha-nya sangat tidak adil,negative
"musuh terlalu overpowered, tidak seimbang",negative
storyline tidak jelas dan membingungkan,negative
gameplay monoton dan cepat membosankan,negative
support developer sangat lambat merespon bug,negative
fitur penting dikunci dan harus bayar,negative
voice acting sangat buruk dan tidak natural,negative
game sering freeze di tengah pertempuran,negative
kontrol susah banget dipahami,negative
reward harian terlalu sedikit,negative
size aplikasi terlalu besar untuk kualitas yang diberikan,negative
mekanisme permainan tidak masuk akal,negative
pengalaman main sangat mengecewakan,negative
grafik seperti game jadul,negative
fitur PVP banyak cheater,negative
tidak bisa dimainkan offline padahal tidak perlu koneksi,negative
"ads terlalu agresif, mengganggu gameplay",negative
fitur-fitur banyak yang tidak berfungsi,negative
sering keluar sendiri dari game,negative
progress sering hilang setelah update,negative
event terlalu pay to win,negative
pengaturan bahasa kacau dan sulit dipahami,negative
navigasi dalam game membingungkan,negative
tidak bisa login setelah update,negative
game jadi makin buruk setiap update,negative
fitur ranking tidak adil dan manipulatif,negative
desain karakter sangat buruk dan tidak menarik,negative
koneksi server sangat lambat,negative
reward terlalu kecil untuk effort yang besar,negative
balancing antar karakter tidak diperhatikan,negative
fitur komunitas dalam game tidak berguna,negative
UI game jelek dan membingungkan,negative
animasi kaku dan tidak halus,negative
sistem upgrade terlalu mahal,negative
banyak fitur terkunci padahal sudah level tinggi,negative
"tidak ada inovasi, hanya meniru game lain",negative
"konten terlalu sedikit, cepat tamat",negative
tidak ada panduan bermain yang jelas,negative
sangat tidak user-friendly,negative
performa buruk bahkan di perangkat flagship,negative
penjelasan skill karakter tidak jelas,negative
tampilan terlalu gelap dan menyulitkan,negative
mode permainan membosankan,negative
skill cooldown terlalu lama,negative
musuh terlalu banyak dan terlalu kuat,negative
grafik tidak konsisten antar scene,negative
tampilan menu tidak enak dilihat,negative
transisi scene kasar dan tidak mulus,negative
terlalu sering maintenance dadakan,negative
fitur simpan progress tidak bekerja,negative
"musuh respawn terlalu cepat, bikin frustrasi",negative
efek suara sangat mengganggu,negative
fitur auto battle tidak berguna,negative
gameplay terasa kaku dan lambat,negative
aksesori dalam game tidak berfungsi,negative
sistem guild sangat membingungkan,negative
gameplay penuh dengan error,negative
fitur crafting tidak bisa dipakai,negative
item terlalu mahal dan tidak worth it,negative
event terlalu rumit dan tidak menarik,negative
sering tiba-tiba logout sendiri,negative
akses login ribet dan sering gagal,negative
grafik sering glitch,negative
reward gacha tidak sesuai probabilitas,negative
sistem login harian tidak bekerja,negative
game terasa tidak selesai dibuat,negative
developer tidak aktif menanggapi keluhan,negative
game sulit dinikmati karena banyak error,negative
konten terlalu sedikit untuk game sekelas ini,negative
tidak bisa diakses di banyak perangkat,negative
level terlalu sulit di awal permainan,negative
tampilan loading terlalu sering muncul,negative
mode arena tidak bisa diakses,negative
game tidak stabil dan suka keluar sendiri,negative
progress tidak sinkron antar device,negative
fitur PvP tidak adil,negative
game terlalu repetitif,negative
tidak ada variasi musuh,negative
pengisian energi terlalu lama,negative
UI tidak cocok untuk perangkat kecil,negative
sistem teman tidak bekerja,negative
fitur ranking tidak bisa diakses,negative
game terlalu banyak bug visual,negative
peta terlalu kecil dan membosankan,negative
susah dapat karakter bagus tanpa bayar,negative
efek visual menyakitkan mata,negative
game membuat HP cepat panas,negative
cheater tidak dibanned,negative
tidak ada progress meskipun sudah main lama,negative
grafik buram dan tidak tajam,negative
sistem report tidak bekerja,negative
ads muncul di tengah permainan,negative
kontrol tidak bisa dikustomisasi,negative
game stuck di loading screen,negative
"game asu kek taik, bangke lah",negative
"Screen orientation lock, landscape only limiting",negative
Game ini penuh dengan lag dan bug yang sangat mengganggu gameplay,negative
"Matchmaking sangat tidak seimbang, selalu ketemu lawan yang levelnya jauh lebih tinggi",negative
"Terlalu banyak skin berbayar, game jadi pay to win banget",negative
Server sering down dan maintenance berkepanjangan tanpa kompensasi yang layak,negative
Sistem report pemain toxic tidak efektif sama sekali,negative
Loading gamenya lama banget sampai kadang stuck di loading screen,negative
"Battle point susah banget dikumpulin, hero baru mahal-mahal",negative
Banyak cheater dan script user yang tidak ditindak dengan serius,negative
Update terbaru malah bikin game makin berat dan sering crash,negative
"Rank system tidak fair, sering turun rank gara-gara teammate yang AFK",negative
Iklan yang muncul sangat mengganggu dan tidak bisa di-skip,negative
Hero yang overpowered tidak segera di-nerf padahal sudah banyak komplain,negative
Customer service lambat merespon dan solusinya tidak memuaskan,negative
Boros banget battery dan bikin hp cepat panas berlebihan,negative
Event-event yang diadakan tidak menarik dan rewardnya pelit,negative
Terlalu banyak bot di ranked game yang merusak pengalaman bermain,negative
Fitur voice chat sering bermasalah dan suara putus-putus,negative
Sistem emblem upgrade terlalu rumit dan mahal,negative
Map design yang monoton dan tidak ada variasi yang menarik,negative
Tutorial untuk pemain baru sangat kurang dan membingungkan,negative
Terlalu banyak spam invitation dari stranger yang annoying,negative
Item build guide dalam game tidak update dan banyak yang outdated,negative
Punishment system untuk leaver terlalu ringan jadi banyak yang AFK,negative
Graphics quality menurun di device lama setelah update,negative
Chat filter terlalu ketat sampai kata normal juga kena sensor,negative
Seasonal skin yang limited time terlalu mahal untuk kualitasnya,negative
Bug recall animation yang bikin karakter stuck di tempat,negative
Notification spam dari game sangat mengganggu dan tidak bisa dimatikan,negative
"Balance hero sangat buruk, beberapa hero terlalu dominan di meta",negative
Login reward yang diberikan sangat pelit dibanding effort yang dibutuhkan,negative
Kontrolnya tidak responsif dan sering miss click saat team fight,negative
Terlalu banyak skin gacha yang menguras diamond tanpa jaminan dapat,negative
Magic chess mode penuh dengan bug dan AI yang tidak masuk akal,negative
Weekly free hero rotation sangat terbatas dan hero bagus jarang masuk,negative
Patch notes tidak jelas dan sering ada perubahan yang tidak disebutkan,negative
